@relation train-weka.filters.unsupervised.attribute.NumericToBinary-Rlast

@attribute 'Reaction number' numeric
@attribute 'Reactant 1 name' {CuCl2*2H2O}
@attribute 'Reactant 1 mass (g)' numeric
@attribute 'Reactant 2 name' {HF}
@attribute 'Reactant 2 mass (g)' numeric
@attribute 'Reactant 3 name' {R-aqnHCl}
@attribute 'Reactant 3 mass (g)' numeric
@attribute 'Reactant 4 name' {x}
@attribute 'Reactant 4 mass (g)' numeric
@attribute 'Reactant 5 name' {water}
@attribute 'Reactant 5 mass (g)' numeric
@attribute 'Temp (C)' numeric
@attribute 'Time (h)' numeric
@attribute 'Slow cool' {yes}
@attribute 'pH (x = unknown)' numeric
@attribute Leak {no}
@attribute 'purity (0 = no data in notebook, 1 = multiphase; 2 = single phase)' numeric
@attribute 'outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)' numeric
@attribute Notes string

@data
147.6,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,1,no,2,4,?
147.61,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,3,no,2,4,?
147.62,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,5,no,2,4,?
147.63,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,7,no,2,4,?
147.64,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,1,no,2,4,?
147.65,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,3,no,2,4,?
147.66,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,5,no,2,4,?
147.67,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,7,no,2,4,?
147.68,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,1,no,2,4,?
147.69,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,3,no,2,4,?
147.7,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,5,no,2,4,?
147.71,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,7,no,2,4,?
147.72,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,1,no,2,4,?
147.73,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,3,no,2,4,?
147.74,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,5,no,2,4,?
147.75,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,7,no,2,4,?
147.76,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,1,no,2,4,?
147.77,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,3,no,2,4,?
147.78,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,5,no,2,4,?
147.79,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,7,no,2,4,?
147.8,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,1,no,2,4,?
147.81,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,3,no,2,4,?
147.82,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,5,no,2,4,?
147.83,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,7,no,2,4,?
147.84,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,1,no,2,4,?
147.85,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,3,no,2,4,?
147.86,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,5,no,2,4,?
147.87,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,7,no,2,4,?
147.88,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,1,no,2,4,?
147.89,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,3,no,2,4,?
147.9,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,5,no,2,4,?
147.91,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,7,no,2,4,?
147.92,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,1,no,2,4,?
147.93,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,3,no,2,4,?
147.94,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,5,no,2,4,?
147.95,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,7,no,2,4,?
147.96,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,45,90,24,yes,1,no,2,4,?
148.49,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,24,yes,3,no,2,4,?
148.5,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,24,yes,5,no,2,4,?
148.51,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,24,yes,7,no,2,4,?
148.52,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,1,no,2,4,?
148.53,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,3,no,2,4,?
148.54,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,5,no,2,4,?
148.55,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,7,no,2,4,?
148.56,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,1,no,2,4,?
148.57,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,3,no,2,4,?
148.58,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,5,no,2,4,?
148.59,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,7,no,2,4,?
148.6,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,1,no,2,4,?
148.61,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,3,no,2,4,?
148.62,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,5,no,2,4,?
148.63,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,24,yes,7,no,2,4,?
148.64,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,1,no,2,4,?
148.65,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,3,no,2,4,?
148.66,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,5,no,2,4,?
148.67,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,36,yes,7,no,2,4,?
148.68,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,1,no,2,4,?
148.69,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,3,no,2,4,?
148.7,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,5,no,2,4,?
148.71,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,110,48,yes,7,no,2,4,?
148.72,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,1,no,2,4,?
148.73,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,3,no,2,4,?
148.74,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,5,no,2,4,?
148.75,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,24,yes,7,no,2,4,?
148.76,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,1,no,2,4,?
148.77,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,3,no,2,4,?
148.78,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,5,no,2,4,?
148.79,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,36,yes,7,no,2,4,?
148.8,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,1,no,2,4,?
148.81,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,3,no,2,4,?
148.82,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,5,no,2,4,?
148.83,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,130,48,yes,7,no,2,4,?
148.84,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,1,no,2,4,?
148.85,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,3,no,2,4,?
148.86,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,5,no,2,4,?
148.87,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,24,yes,7,no,2,4,?
148.88,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,1,no,2,4,?
148.89,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,3,no,2,4,?
148.9,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,5,no,2,4,?
148.91,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,36,yes,7,no,2,4,?
148.92,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,1,no,2,4,?
148.93,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,3,no,2,4,?
148.94,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,5,no,2,4,?
148.95,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,27,150,48,yes,7,no,2,4,?
148.96,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,24,yes,1,no,2,4,?
148.97,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,24,yes,3,no,2,4,?
148.98,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,24,yes,5,no,2,4,?
148.99,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,24,yes,7,no,2,4,?
148.1,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,36,yes,1,no,2,4,?
148.101,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,36,yes,3,no,2,4,?
148.102,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,36,yes,5,no,2,4,?
148.103,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,36,yes,7,no,2,4,?
148.104,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,48,yes,1,no,2,4,?
148.105,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,48,yes,3,no,2,4,?
148.106,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,48,yes,5,no,2,4,?
148.107,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,90,48,yes,7,no,2,4,?
148.108,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,24,yes,1,no,2,4,?
148.109,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,24,yes,3,no,2,4,?
148.11,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,24,yes,5,no,2,4,?
148.111,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,24,yes,7,no,2,4,?
148.112,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,36,yes,1,no,2,4,?
148.113,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,36,yes,3,no,2,4,?
148.114,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,36,yes,5,no,2,4,?
148.115,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,36,yes,7,no,2,4,?
148.116,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,48,yes,1,no,2,4,?
148.117,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,48,yes,3,no,2,4,?
148.118,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,48,yes,5,no,2,4,?
148.119,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,110,48,yes,7,no,2,4,?
148.12,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,24,yes,1,no,2,4,?
148.121,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,24,yes,3,no,2,4,?
148.122,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,24,yes,5,no,2,4,?
148.123,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,24,yes,7,no,2,4,?
148.124,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,36,yes,1,no,2,4,?
148.125,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,36,yes,3,no,2,4,?
148.126,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,36,yes,5,no,2,4,?
148.127,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,36,yes,7,no,2,4,?
148.128,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,48,yes,1,no,2,4,?
148.129,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,48,yes,3,no,2,4,?
148.13,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,48,yes,5,no,2,4,?
148.131,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,130,48,yes,7,no,2,4,?
148.132,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,24,yes,1,no,2,4,?
148.133,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,24,yes,3,no,2,4,?
148.134,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,24,yes,5,no,2,4,?
148.135,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,24,yes,7,no,2,4,?
148.136,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,36,yes,1,no,2,4,?
148.137,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,36,yes,3,no,2,4,?
148.138,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,36,yes,5,no,2,4,?
148.139,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,36,yes,7,no,2,4,?
148.14,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,48,yes,1,no,2,4,?
148.141,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,48,yes,3,no,2,4,?
148.142,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,48,yes,5,no,2,4,?
148.143,CuCl2*2H2O,13.63864,HF,5.401712,R-aqnHCl,129.42865,x,-1,water,45,150,48,yes,7,no,2,4,?
149,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,1,no,2,4,?
149.49,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,3,no,2,4,?
149.5,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,5,no,2,4,?
149.51,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,7,no,2,4,?
149.52,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,1,no,2,4,?
149.53,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,3,no,2,4,?
149.54,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,5,no,2,4,?
149.55,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,7,no,2,4,?
149.56,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,1,no,2,4,?
149.57,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,3,no,2,4,?
149.58,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,5,no,2,4,?
149.59,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,7,no,2,4,?
149.6,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,1,no,2,4,?
149.61,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,3,no,2,4,?
149.62,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,5,no,2,4,?
149.63,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,7,no,2,4,?
149.64,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,1,no,2,4,?
149.65,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,3,no,2,4,?
149.66,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,5,no,2,4,?
149.67,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,7,no,2,4,?
149.68,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,1,no,2,4,?
149.69,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,3,no,2,4,?
149.7,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,5,no,2,4,?
149.71,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,7,no,2,4,?
149.72,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,1,no,2,4,?
149.73,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,3,no,2,4,?
149.74,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,5,no,2,4,?
149.75,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,7,no,2,4,?
149.76,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,1,no,2,4,?
149.77,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,3,no,2,4,?
149.78,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,5,no,2,4,?
149.79,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,7,no,2,4,?
149.8,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,1,no,2,4,?
149.81,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,3,no,2,4,?
149.82,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,5,no,2,4,?
149.83,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,7,no,2,4,?
149.84,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,1,no,2,4,?
149.85,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,3,no,2,4,?
149.86,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,5,no,2,4,?
149.87,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,7,no,2,4,?
149.88,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,1,no,2,4,?
149.89,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,3,no,2,4,?
149.9,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,5,no,2,4,?
149.91,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,7,no,2,4,?
149.92,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,1,no,2,4,?
149.93,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,3,no,2,4,?
149.94,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,5,no,2,4,?
149.95,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,7,no,2,4,?
149.96,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,1,no,2,4,?
149.97,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,3,no,2,4,?
149.98,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,5,no,2,4,?
149.99,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,7,no,2,4,?
149.1,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,1,no,2,4,?
149.101,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,3,no,2,4,?
149.102,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,5,no,2,4,?
149.103,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,7,no,2,4,?
149.104,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,1,no,2,4,?
149.105,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,3,no,2,4,?
149.106,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,5,no,2,4,?
149.107,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,7,no,2,4,?
149.108,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,1,no,2,4,?
149.109,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,3,no,2,4,?
149.11,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,5,no,2,4,?
149.111,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,7,no,2,4,?
149.112,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,1,no,2,4,?
149.113,CuCl2*2H2O,78.42218,HF,5.401712,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,3,no,2,4,?
